# x
-1.000000000000000000e+00 6.651562452316284180e-01
1.000000000000000000e+00 1.933593750000000000e-01
-1.000000000000000000e+00 8.198437690734863281e-01
-1.000000000000000000e+00 4.176562428474426270e-01
1.000000000000000000e+00 9.590625166893005371e-01
-1.000000000000000000e+00 4.795312583446502686e-01
1.000000000000000000e+00 9.281250238418579102e-01
1.000000000000000000e+00 8.430469036102294922e-01
-1.000000000000000000e+00 3.557812571525573730e-01
1.000000000000000000e+00 1.856250017881393433e-01
1.000000000000000000e+00 4.950000047683715820e-01
-1.000000000000000000e+00 3.093750029802322388e-02
-1.000000000000000000e+00 6.960937380790710449e-01
-1.000000000000000000e+00 5.336718559265136719e-01
-1.000000000000000000e+00 4.717968702316284180e-01
-1.000000000000000000e+00 6.806250214576721191e-01
-1.000000000000000000e+00 2.475000023841857910e-01
1.000000000000000000e+00 2.861718833446502686e-01
-1.000000000000000000e+00 1.392187476158142090e-01
-1.000000000000000000e+00 3.789843916893005371e-01
1.000000000000000000e+00 7.270312309265136719e-01
-1.000000000000000000e+00 4.021874964237213135e-01
-1.000000000000000000e+00 3.403125107288360596e-01
1.000000000000000000e+00 4.099218845367431641e-01
1.000000000000000000e+00 8.662500381469726562e-01
-1.000000000000000000e+00 8.817187547683715820e-01
-1.000000000000000000e+00 4.331250190734863281e-01
1.000000000000000000e+00 3.093749880790710449e-01
-1.000000000000000000e+00 1.237500011920928955e-01
-1.000000000000000000e+00 5.182031393051147461e-01
1.000000000000000000e+00 5.414062738418579102e-01
1.000000000000000000e+00 6.574218869209289551e-01
1.000000000000000000e+00 2.939062416553497314e-01
-1.000000000000000000e+00 3.712500035762786865e-01
1.000000000000000000e+00 3.248437643051147461e-01
1.000000000000000000e+00 6.187499761581420898e-01
1.000000000000000000e+00 1.624218821525573730e-01
1.000000000000000000e+00 7.579687833786010742e-01
-1.000000000000000000e+00 1.701562553644180298e-01
-1.000000000000000000e+00 9.049218893051147461e-01
1.000000000000000000e+00 2.010937482118606567e-01
-1.000000000000000000e+00 9.358593821525573730e-01
1.000000000000000000e+00 6.264843940734863281e-01
1.000000000000000000e+00 9.745312333106994629e-01
-1.000000000000000000e+00 5.723437666893005371e-01
1.000000000000000000e+00 9.667968750000000000e-01
1.000000000000000000e+00 5.568749904632568359e-01
-1.000000000000000000e+00 2.552343904972076416e-01
-1.000000000000000000e+00 2.707031369209289551e-01
1.000000000000000000e+00 8.043749928474426270e-01
-1.000000000000000000e+00 7.192968726158142090e-01
1.000000000000000000e+00 1.546874940395355225e-01
1.000000000000000000e+00 9.435937404632568359e-01
1.000000000000000000e+00 5.646094083786010742e-01
-1.000000000000000000e+00 4.485937654972076416e-01
-1.000000000000000000e+00 7.734375000000000000e-01
-1.000000000000000000e+00 5.878124833106994629e-01
1.000000000000000000e+00 5.104687809944152832e-01
-1.000000000000000000e+00 7.502343654632568359e-01
-1.000000000000000000e+00 9.281250089406967163e-02
1.000000000000000000e+00 4.408593773841857910e-01
1.000000000000000000e+00 4.640625044703483582e-02
-1.000000000000000000e+00 2.320312559604644775e-01
1.000000000000000000e+00 2.320312522351741791e-02
-1.000000000000000000e+00 8.507812619209289551e-01
-1.000000000000000000e+00 5.955469012260437012e-01
1.000000000000000000e+00 7.425000071525573730e-01
1.000000000000000000e+00 2.784374952316284180e-01
-1.000000000000000000e+00 1.469531208276748657e-01
-1.000000000000000000e+00 3.171093761920928955e-01
